person_id,class,rep_num,weight_first,weight_nunique,rpe,n_rows,duration_s,emg_mean_abs,emg_std,emg_p2p,acc_norm_mean,acc_norm_std,gyro_norm_mean,gyro_norm_std,jerk_score,cheating_index,peak_location,nan_ratio,constant_ratio,spike_ratio
A321,7,1,10.0,3,5.0,3335,1.5525000347974147,0.03289256065967017,0.036574420194922234,0.3716182,1.0480078997388154,0.1659552548107847,92.26355883402407,60.11611829150016,59.982988955132555,2.468094232958085,0.35032993401319734,0.0,0.022495500899820036,0.0
A321,7,2,10.0,3,5.0,2552,1.188000026627587,0.03217233028996865,0.034872069663558436,0.359533,1.0611678750719522,0.19932029564555157,115.40661962965129,54.16133246767799,70.0695489921642,2.708219536047622,0.68874950999608,0.0,0.014392115136921093,0.0
A321,7,3,10.0,3,5.0,2659,1.2378103725716119,0.08124313388491915,0.12979717818738382,1.7704737,1.0635647457230162,0.18567131175629012,112.73873751902633,52.0769303479621,76.52688945856052,2.5261523983913134,0.7242287434161023,0.0,0.014135225196173277,0.00026862945253317575
A321,7,4,10.0,3,6.0,2594,1.2075517512037461,0.1833246930609098,0.2673991938575412,1.9871672,1.0612701763674701,0.18384734349062865,113.71375353250265,49.88560312976514,71.62644037949757,2.4752935261228934,0.2024681835711531,0.0,0.013222411988320202,0.0
A321,7,5,10.0,3,6.0,2684,1.2494483038669448,0.19057636471684053,0.2720069569649944,2.488365,1.0590331131417208,0.17636431644646042,107.94170321004145,48.18021516077677,74.90233177013499,2.410253503802311,0.715989563920984,0.0,0.010542569618231192,0.0
A321,7,6,10.0,3,6.0,2867,1.334637960948782,0.3240342173003139,0.4709756154554298,4.7261310000000005,1.058034171544384,0.15862956822702187,103.14712611490454,43.22947737678248,69.74980496595992,2.489130709669556,0.6974877878576413,0.0,0.011713687568537533,0.0
A321,7,7,10.0,3,7.0,2916,1.3574483062876346,0.12464492551440327,0.19771705816257248,2.3916839,1.0576685032217383,0.16619221105354148,102.45971475840275,49.105518347719645,64.21785528663868,2.793333042490564,0.7725557461406518,0.0,0.013575104141141877,9.798157946306093e-05
A321,7,8,10.0,3,7.0,2930,1.363965547813021,0.06858102174061434,0.1012778386636507,1.2635691,1.0564338601632535,0.15619437990133375,102.01857151642488,46.57399290570364,64.21210108781052,2.8966028044276704,0.7545237282348924,0.0,0.013120031214944154,4.8756704046806435e-05
A321,7,9,10.0,3,7.0,3214,1.4961724473280031,0.14833632205973865,0.2171078880430307,1.8433204,1.051630591041545,0.15235851975232947,98.70618984366676,48.129598753158554,60.11697423411889,2.880313259758765,0.48179271708683474,0.0,0.01680672268907563,0.0
A321,7,10,10.0,2,7.0,1545,0.7192241540515759,0.24030188058252427,0.3575983579171157,2.4287785,1.0545438278285277,0.21435764331317245,121.67245667027133,56.91886189595515,67.32222712112288,1.7842001388387114,0.28886010362694303,0.0,0.014433752775721686,0.0
